domain_name,problem_name,experiment_name,search_elapsed_time,solution_size,expanded_nodes,heuristic_name,heuristic_elapsed_time,total_landmarks,task_landmarks,method_landmarks,fact_landmarks,mincov_disj_landmarks,mincov_disj_elapsed_time,facts,decompositions,operators,abstract_tasks,tor_elapsed_time
AssemblyHierarchical,genericLinearProblem_depth03,NOVELTY-satisTDG,2.9272,7,382142,novelty_satistdg,,,,,,,,,,,,
AssemblyHierarchical,genericLinearProblem_depth03,SATIS-TDG,1.6905,7,382142,,,,,,,,,,,,,
AssemblyHierarchical,genericLinearProblem_depth02,NOVELTY-satisTDG,0.0622,5,9884,novelty_satistdg,,,,,,,,,,,,
AssemblyHierarchical,genericLinearProblem_depth02,SATIS-TDG,0.0402,5,9884,,,,,,,,,,,,,
AssemblyHierarchical,genericLinearProblem_depth04,SATIS-TDG,50.2474,9,9054568,,,,,,,,,,,,,
AssemblyHierarchical,genericLinearProblem_depth01,NOVELTY-satisTDG,0.002,3,252,novelty_satistdg,,,,,,,,,,,,
AssemblyHierarchical,genericLinearProblem_depth01,SATIS-TDG,0.0015,3,252,,,,,,,,,,,,,
Barman-BDI,pfile05,NOVELTY-satisTDG,1.1401,47,24813,novelty_satistdg,,,,,,,,,,,,
Barman-BDI,pfile05,SATIS-TDG,0.729,55,57425,,,,,,,,,,,,,
Barman-BDI,pfile10,NOVELTY-satisTDG,1.5789,47,14449,novelty_satistdg,,,,,,,,,,,,
Barman-BDI,pfile10,SATIS-TDG,0.3379,47,19329,,,,,,,,,,,,,
Barman-BDI,pfile03,NOVELTY-satisTDG,0.6539,50,15303,novelty_satistdg,,,,,,,,,,,,
Barman-BDI,pfile03,SATIS-TDG,0.8234,50,95971,,,,,,,,,,,,,
Barman-BDI,pfile06,NOVELTY-satisTDG,15.0435,76,494261,novelty_satistdg,,,,,,,,,,,,
Barman-BDI,pfile06,SATIS-TDG,6.1505,76,625400,,,,,,,,,,,,,
Barman-BDI,pfile02,NOVELTY-satisTDG,0.0914,32,3052,novelty_satistdg,,,,,,,,,,,,
Barman-BDI,pfile02,SATIS-TDG,0.0532,32,5327,,,,,,,,,,,,,
Barman-BDI,pfile04,NOVELTY-satisTDG,0.1731,31,4768,novelty_satistdg,,,,,,,,,,,,
Barman-BDI,pfile04,SATIS-TDG,0.0831,31,7696,,,,,,,,,,,,,
Barman-BDI,pfile07,NOVELTY-satisTDG,0.3196,31,5560,novelty_satistdg,,,,,,,,,,,,
Barman-BDI,pfile07,SATIS-TDG,0.1209,33,8557,,,,,,,,,,,,,
Barman-BDI,pfile09,NOVELTY-satisTDG,14.6942,67,282360,novelty_satistdg,,,,,,,,,,,,
Barman-BDI,pfile09,SATIS-TDG,17.7266,75,1394541,,,,,,,,,,,,,
Barman-BDI,pfile08,NOVELTY-satisTDG,0.8514,46,9905,novelty_satistdg,,,,,,,,,,,,
Barman-BDI,pfile08,SATIS-TDG,0.3796,48,27170,,,,,,,,,,,,,
Barman-BDI,pfile01,NOVELTY-satisTDG,0.0081,14,434,novelty_satistdg,,,,,,,,,,,,
Barman-BDI,pfile01,SATIS-TDG,0.0048,16,490,,,,,,,,,,,,,
Blocksworld-GTOHP,p12,NOVELTY-satisTDG,0.0502,153,1924,novelty_satistdg,,,,,,,,,,,,
Blocksworld-GTOHP,p12,SATIS-TDG,0.008,149,1011,,,,,,,,,,,,,
Blocksworld-GTOHP,p13,NOVELTY-satisTDG,0.0388,168,1348,novelty_satistdg,,,,,,,,,,,,
Blocksworld-GTOHP,p13,SATIS-TDG,0.0273,148,4439,,,,,,,,,,,,,
Blocksworld-GTOHP,p06,NOVELTY-satisTDG,0.0122,83,646,novelty_satistdg,,,,,,,,,,,,
Blocksworld-GTOHP,p06,SATIS-TDG,0.0049,83,912,,,,,,,,,,,,,
Blocksworld-GTOHP,p04,NOVELTY-satisTDG,0.008,92,557,novelty_satistdg,,,,,,,,,,,,
Blocksworld-GTOHP,p04,SATIS-TDG,0.0022,61,277,,,,,,,,,,,,,
Blocksworld-GTOHP,p01,NOVELTY-satisTDG,0.0012,20,92,novelty_satistdg,,,,,,,,,,,,
Blocksworld-GTOHP,p01,SATIS-TDG,0.0008,20,85,,,,,,,,,,,,,
Blocksworld-GTOHP,p14,NOVELTY-satisTDG,0.044,229,1377,novelty_satistdg,,,,,,,,,,,,
Blocksworld-GTOHP,p14,SATIS-TDG,0.0428,234,5413,,,,,,,,,,,,,
Blocksworld-GTOHP,p08,NOVELTY-satisTDG,0.2269,149,13450,novelty_satistdg,,,,,,,,,,,,
Blocksworld-GTOHP,p08,SATIS-TDG,0.0131,128,2302,,,,,,,,,,,,,
Blocksworld-GTOHP,p11,NOVELTY-satisTDG,23.9709,186,1162881,novelty_satistdg,,,,,,,,,,,,
Blocksworld-GTOHP,p11,SATIS-TDG,0.0062,152,782,,,,,,,,,,,,,
Blocksworld-GTOHP,p03,NOVELTY-satisTDG,0.0044,40,397,novelty_satistdg,,,,,,,,,,,,
Blocksworld-GTOHP,p03,SATIS-TDG,0.0014,38,169,,,,,,,,,,,,,
Blocksworld-GTOHP,p02,NOVELTY-satisTDG,0.0025,38,180,novelty_satistdg,,,,,,,,,,,,
Blocksworld-GTOHP,p02,SATIS-TDG,0.0018,34,221,,,,,,,,,,,,,
Blocksworld-GTOHP,p07,NOVELTY-satisTDG,0.2208,116,14673,novelty_satistdg,,,,,,,,,,,,
Blocksworld-GTOHP,p07,SATIS-TDG,0.0057,83,904,,,,,,,,,,,,,
Blocksworld-GTOHP,p05,NOVELTY-satisTDG,0.0135,77,864,novelty_satistdg,,,,,,,,,,,,
Blocksworld-GTOHP,p05,SATIS-TDG,0.0043,76,664,,,,,,,,,,,,,
Blocksworld-GTOHP,p09,NOVELTY-satisTDG,0.106,121,5600,novelty_satistdg,,,,,,,,,,,,
Blocksworld-GTOHP,p09,SATIS-TDG,0.0062,112,834,,,,,,,,,,,,,
