domain_name,problem_name,experiment_name,search_elapsed_time,solution_size,expanded_nodes,nodes_per_second,heuristic_name,heuristic_elapsed_time,total_landmarks,disj_landmarks,abtask_landmarks,operator_landmarks,method_landmarks,fact_landmarks
AssemblyHierarchical,genericLinearProblem_depth25,bu-lmcount,,,,,lmcount,0.0174,161,0,28,3,102,
AssemblyHierarchical,genericLinearProblem_depth25,bid-lmcount,,,,,lmcount,0.0361,161,0,28,3,102,
AssemblyHierarchical,genericLinearProblem_depth25,lmc-lmcount,,,,,lmcount,0.0272,55,53,0,2,0,
AssemblyHierarchical,genericLinearProblem_depth25,mt-lmcount,,,,,lmcount,0.0087,59,0,28,3,0,
AssemblyHierarchical,genericLinearProblem_depth18,bu-lmcount,,,,,lmcount,0.0093,119,0,21,3,74,
AssemblyHierarchical,genericLinearProblem_depth18,bid-lmcount,,,,,lmcount,0.0196,119,0,21,3,74,
AssemblyHierarchical,genericLinearProblem_depth18,lmc-lmcount,,,,,lmcount,0.0156,41,39,0,2,0,
AssemblyHierarchical,genericLinearProblem_depth18,mt-lmcount,,,,,lmcount,0.0041,45,0,21,3,0,
AssemblyHierarchical,genericLinearProblem_depth15,bu-lmcount,,,,,lmcount,0.0068,101,0,18,3,62,
AssemblyHierarchical,genericLinearProblem_depth15,bid-lmcount,,,,,lmcount,0.0142,101,0,18,3,62,
AssemblyHierarchical,genericLinearProblem_depth15,lmc-lmcount,,,,,lmcount,0.0114,35,33,0,2,0,
AssemblyHierarchical,genericLinearProblem_depth15,mt-lmcount,,,,,lmcount,0.0031,39,0,18,3,0,
AssemblyHierarchical,genericLinearProblem_depth13,bu-lmcount,,,,,lmcount,0.0053,89,0,16,3,54,
AssemblyHierarchical,genericLinearProblem_depth13,bid-lmcount,,,,,lmcount,0.0119,89,0,16,3,54,
AssemblyHierarchical,genericLinearProblem_depth13,lmc-lmcount,,,,,lmcount,0.0092,31,29,0,2,0,
AssemblyHierarchical,genericLinearProblem_depth13,mt-lmcount,,,,,lmcount,0.0025,35,0,16,3,0,
AssemblyHierarchical,genericLinearProblem_depth02,bu-lmcount,0.5902,5,155660,263908.93,lmcount,0.0003,23,0,5,3,10,
AssemblyHierarchical,genericLinearProblem_depth02,bid-lmcount,0.5872,5,155660,265389.12,lmcount,0.0006,23,0,5,3,10,
AssemblyHierarchical,genericLinearProblem_depth02,lmc-lmcount,0.6419,5,181391,283179.18,lmcount,0.0012,9,7,0,2,0,
AssemblyHierarchical,genericLinearProblem_depth02,mt-lmcount,0.5921,5,155660,263013.44,lmcount,0.0002,13,0,5,3,0,
AssemblyHierarchical,genericLinearProblem_depth12,bu-lmcount,,,,,lmcount,0.0048,83,0,15,3,50,
AssemblyHierarchical,genericLinearProblem_depth12,bid-lmcount,,,,,lmcount,0.0105,83,0,15,3,50,
AssemblyHierarchical,genericLinearProblem_depth12,lmc-lmcount,,,,,lmcount,0.0086,29,27,0,2,0,
AssemblyHierarchical,genericLinearProblem_depth12,mt-lmcount,,,,,lmcount,0.0027,33,0,15,3,0,
AssemblyHierarchical,genericLinearProblem_depth20,bu-lmcount,,,,,lmcount,0.0113,131,0,23,3,82,
AssemblyHierarchical,genericLinearProblem_depth20,bid-lmcount,,,,,lmcount,0.023,131,0,23,3,82,
AssemblyHierarchical,genericLinearProblem_depth20,lmc-lmcount,,,,,lmcount,0.0189,45,43,0,2,0,
AssemblyHierarchical,genericLinearProblem_depth20,mt-lmcount,,,,,lmcount,0.0049,49,0,23,3,0,
AssemblyHierarchical,genericLinearProblem_depth22,bu-lmcount,,,,,lmcount,0.0132,143,0,25,3,90,
AssemblyHierarchical,genericLinearProblem_depth22,bid-lmcount,,,,,lmcount,0.0275,143,0,25,3,90,
AssemblyHierarchical,genericLinearProblem_depth22,lmc-lmcount,,,,,lmcount,0.0229,49,47,0,2,0,
AssemblyHierarchical,genericLinearProblem_depth22,mt-lmcount,,,,,lmcount,0.0059,53,0,25,3,0,
AssemblyHierarchical,genericLinearProblem_depth26,bu-lmcount,,,,,lmcount,0.0186,167,0,29,3,106,
AssemblyHierarchical,genericLinearProblem_depth26,bid-lmcount,,,,,lmcount,0.0386,167,0,29,3,106,
AssemblyHierarchical,genericLinearProblem_depth26,lmc-lmcount,,,,,lmcount,0.0293,57,55,0,2,0,
AssemblyHierarchical,genericLinearProblem_depth26,mt-lmcount,,,,,lmcount,0.0077,61,0,29,3,0,
AssemblyHierarchical,genericLinearProblem_depth11,bu-lmcount,,,,,lmcount,0.0041,77,0,14,3,46,
AssemblyHierarchical,genericLinearProblem_depth11,bid-lmcount,,,,,lmcount,0.0092,77,0,14,3,46,
AssemblyHierarchical,genericLinearProblem_depth11,lmc-lmcount,,,,,lmcount,0.0104,27,25,0,2,0,
AssemblyHierarchical,genericLinearProblem_depth11,mt-lmcount,,,,,lmcount,0.002,31,0,14,3,0,
AssemblyHierarchical,genericLinearProblem_depth24,bu-lmcount,,,,,lmcount,0.0158,155,0,27,3,98,
AssemblyHierarchical,genericLinearProblem_depth24,bid-lmcount,,,,,lmcount,0.0327,155,0,27,3,98,
AssemblyHierarchical,genericLinearProblem_depth24,lmc-lmcount,,,,,lmcount,0.0253,53,51,0,2,0,
AssemblyHierarchical,genericLinearProblem_depth24,mt-lmcount,,,,,lmcount,0.0066,57,0,27,3,0,
AssemblyHierarchical,genericLinearProblem_depth07,bu-lmcount,,,,,lmcount,0.0018,53,0,10,3,30,
AssemblyHierarchical,genericLinearProblem_depth07,bid-lmcount,,,,,lmcount,0.0065,53,0,10,3,30,
AssemblyHierarchical,genericLinearProblem_depth07,lmc-lmcount,,,,,lmcount,0.0033,19,17,0,2,0,
AssemblyHierarchical,genericLinearProblem_depth07,mt-lmcount,,,,,lmcount,0.0009,23,0,10,3,0,
AssemblyHierarchical,genericLinearProblem_depth17,bu-lmcount,,,,,lmcount,0.0084,113,0,20,3,70,
AssemblyHierarchical,genericLinearProblem_depth17,bid-lmcount,,,,,lmcount,0.0178,113,0,20,3,70,
AssemblyHierarchical,genericLinearProblem_depth17,lmc-lmcount,,,,,lmcount,0.0141,39,37,0,2,0,
AssemblyHierarchical,genericLinearProblem_depth17,mt-lmcount,,,,,lmcount,0.0037,43,0,20,3,0,
AssemblyHierarchical,genericLinearProblem_depth06,bu-lmcount,,,,,lmcount,0.0028,47,0,9,3,26,
AssemblyHierarchical,genericLinearProblem_depth06,bid-lmcount,,,,,lmcount,0.0038,47,0,9,3,26,
AssemblyHierarchical,genericLinearProblem_depth06,lmc-lmcount,,,,,lmcount,0.0031,17,15,0,2,0,
AssemblyHierarchical,genericLinearProblem_depth06,mt-lmcount,,,,,lmcount,0.0007,21,0,9,3,0,
AssemblyHierarchical,genericLinearProblem_depth23,bu-lmcount,,,,,lmcount,0.0144,149,0,26,3,94,
AssemblyHierarchical,genericLinearProblem_depth23,bid-lmcount,,,,,lmcount,0.0302,149,0,26,3,94,
AssemblyHierarchical,genericLinearProblem_depth23,lmc-lmcount,,,,,lmcount,0.0243,51,49,0,2,0,
AssemblyHierarchical,genericLinearProblem_depth23,mt-lmcount,,,,,lmcount,0.0058,55,0,26,3,0,
AssemblyHierarchical,genericLinearProblem_depth28,bu-lmcount,,,,,lmcount,0.0213,179,0,31,3,114,
AssemblyHierarchical,genericLinearProblem_depth28,bid-lmcount,,,,,lmcount,0.044,179,0,31,3,114,
AssemblyHierarchical,genericLinearProblem_depth28,lmc-lmcount,,,,,lmcount,0.0331,61,59,0,2,0,
AssemblyHierarchical,genericLinearProblem_depth28,mt-lmcount,,,,,lmcount,0.0087,65,0,31,3,0,
AssemblyHierarchical,genericLinearProblem_depth01,bu-lmcount,0.0014,3,311,262249.41,lmcount,0.0002,17,0,4,3,6,
AssemblyHierarchical,genericLinearProblem_depth01,bid-lmcount,0.0016,3,311,262354.9,lmcount,0.0003,17,0,4,3,6,
AssemblyHierarchical,genericLinearProblem_depth01,lmc-lmcount,0.0019,3,538,367693.59,lmcount,0.0003,7,4,0,2,0,
AssemblyHierarchical,genericLinearProblem_depth01,mt-lmcount,0.0014,3,311,256524.79,lmcount,0.0001,11,0,4,3,0,
AssemblyHierarchical,genericLinearProblem_depth03,bu-lmcount,,,,,lmcount,0.0005,29,0,6,3,14,
AssemblyHierarchical,genericLinearProblem_depth03,bid-lmcount,,,,,lmcount,0.0011,29,0,6,3,14,
AssemblyHierarchical,genericLinearProblem_depth03,lmc-lmcount,,,,,lmcount,0.0016,11,9,0,2,0,
AssemblyHierarchical,genericLinearProblem_depth03,mt-lmcount,,,,,lmcount,0.0003,15,0,6,3,0,
AssemblyHierarchical,genericLinearProblem_depth09,bu-lmcount,,,,,lmcount,0.003,65,0,12,3,38,
AssemblyHierarchical,genericLinearProblem_depth09,bid-lmcount,,,,,lmcount,0.0073,65,0,12,3,38,
AssemblyHierarchical,genericLinearProblem_depth09,lmc-lmcount,,,,,lmcount,0.0051,23,21,0,2,0,
AssemblyHierarchical,genericLinearProblem_depth09,mt-lmcount,,,,,lmcount,0.0013,27,0,12,3,0,
AssemblyHierarchical,genericLinearProblem_depth29,bu-lmcount,,,,,lmcount,0.0226,185,0,32,3,118,
AssemblyHierarchical,genericLinearProblem_depth29,bid-lmcount,,,,,lmcount,0.0479,185,0,32,3,118,
AssemblyHierarchical,genericLinearProblem_depth29,lmc-lmcount,,,,,lmcount,0.0353,63,61,0,2,0,
AssemblyHierarchical,genericLinearProblem_depth29,mt-lmcount,,,,,lmcount,0.0092,67,0,32,3,0,
AssemblyHierarchical,genericLinearProblem_depth08,bu-lmcount,,,,,lmcount,0.0022,59,0,11,3,34,
AssemblyHierarchical,genericLinearProblem_depth08,bid-lmcount,,,,,lmcount,0.0064,59,0,11,3,34,
AssemblyHierarchical,genericLinearProblem_depth08,lmc-lmcount,,,,,lmcount,0.0044,21,19,0,2,0,
AssemblyHierarchical,genericLinearProblem_depth08,mt-lmcount,,,,,lmcount,0.0016,25,0,11,3,0,
AssemblyHierarchical,genericLinearProblem_depth16,bu-lmcount,,,,,lmcount,0.0076,107,0,19,3,66,
AssemblyHierarchical,genericLinearProblem_depth16,bid-lmcount,,,,,lmcount,0.0161,107,0,19,3,66,
AssemblyHierarchical,genericLinearProblem_depth16,lmc-lmcount,,,,,lmcount,0.0129,37,35,0,2,0,
AssemblyHierarchical,genericLinearProblem_depth16,mt-lmcount,,,,,lmcount,0.0034,41,0,19,3,0,
AssemblyHierarchical,genericLinearProblem_depth27,bu-lmcount,,,,,lmcount,0.02,173,0,30,3,110,
AssemblyHierarchical,genericLinearProblem_depth27,bid-lmcount,,,,,lmcount,0.0418,173,0,30,3,110,
AssemblyHierarchical,genericLinearProblem_depth27,lmc-lmcount,,,,,lmcount,0.0318,59,57,0,2,0,
AssemblyHierarchical,genericLinearProblem_depth27,mt-lmcount,,,,,lmcount,0.0082,63,0,30,3,0,
AssemblyHierarchical,genericLinearProblem_depth10,bu-lmcount,,,,,lmcount,0.0032,71,0,13,3,42,
AssemblyHierarchical,genericLinearProblem_depth10,bid-lmcount,,,,,lmcount,0.0102,71,0,13,3,42,
AssemblyHierarchical,genericLinearProblem_depth10,lmc-lmcount,,,,,lmcount,0.006,25,23,0,2,0,
AssemblyHierarchical,genericLinearProblem_depth10,mt-lmcount,,,,,lmcount,0.0025,29,0,13,3,0,
AssemblyHierarchical,genericLinearProblem_depth19,bu-lmcount,,,,,lmcount,0.01,125,0,22,3,78,
AssemblyHierarchical,genericLinearProblem_depth19,bid-lmcount,,,,,lmcount,0.0214,125,0,22,3,78,
AssemblyHierarchical,genericLinearProblem_depth19,lmc-lmcount,,,,,lmcount,0.0169,43,41,0,2,0,
AssemblyHierarchical,genericLinearProblem_depth19,mt-lmcount,,,,,lmcount,0.0041,47,0,22,3,0,
AssemblyHierarchical,genericLinearProblem_depth14,bu-lmcount,,,,,lmcount,0.0062,95,0,17,3,58,
AssemblyHierarchical,genericLinearProblem_depth14,bid-lmcount,,,,,lmcount,0.0126,95,0,17,3,58,
AssemblyHierarchical,genericLinearProblem_depth14,lmc-lmcount,,,,,lmcount,0.0103,33,31,0,2,0,
AssemblyHierarchical,genericLinearProblem_depth14,mt-lmcount,,,,,lmcount,0.0027,37,0,17,3,0,
AssemblyHierarchical,genericLinearProblem_depth05,bu-lmcount,,,,,lmcount,0.0011,41,0,8,3,22,
AssemblyHierarchical,genericLinearProblem_depth05,bid-lmcount,,,,,lmcount,0.0043,41,0,8,3,22,
AssemblyHierarchical,genericLinearProblem_depth05,lmc-lmcount,,,,,lmcount,0.0021,15,13,0,2,0,
AssemblyHierarchical,genericLinearProblem_depth05,mt-lmcount,,,,,lmcount,0.0009,19,0,8,3,0,
AssemblyHierarchical,genericLinearProblem_depth30,bu-lmcount,,,,,lmcount,0.0241,191,0,33,3,122,
AssemblyHierarchical,genericLinearProblem_depth30,bid-lmcount,,,,,lmcount,0.0501,191,0,33,3,122,
AssemblyHierarchical,genericLinearProblem_depth30,lmc-lmcount,,,,,lmcount,0.0381,65,63,0,2,0,
AssemblyHierarchical,genericLinearProblem_depth30,mt-lmcount,,,,,lmcount,0.0098,69,0,33,3,0,
AssemblyHierarchical,genericLinearProblem_depth04,bu-lmcount,,,,,lmcount,0.0022,35,0,7,3,18,
AssemblyHierarchical,genericLinearProblem_depth04,bid-lmcount,,,,,lmcount,0.0022,35,0,7,3,18,
AssemblyHierarchical,genericLinearProblem_depth04,lmc-lmcount,,,,,lmcount,0.0043,13,11,0,2,0,
AssemblyHierarchical,genericLinearProblem_depth04,mt-lmcount,,,,,lmcount,0.0004,17,0,7,3,0,
AssemblyHierarchical,genericLinearProblem_depth21,bu-lmcount,,,,,lmcount,0.0121,137,0,24,3,86,
AssemblyHierarchical,genericLinearProblem_depth21,bid-lmcount,,,,,lmcount,0.0256,137,0,24,3,86,
AssemblyHierarchical,genericLinearProblem_depth21,lmc-lmcount,,,,,lmcount,0.0202,47,45,0,2,0,
AssemblyHierarchical,genericLinearProblem_depth21,mt-lmcount,,,,,lmcount,0.0051,51,0,24,3,0,
Barman-BDI,pfile07,bu-lmcount,32.3657,22,3152388,97416.21,lmcount,0.0056,78,0,3,1,71,
Barman-BDI,pfile07,bid-lmcount,31.9215,22,3073988,96340.32,lmcount,0.0138,90,0,9,1,71,
Barman-BDI,pfile07,lmc-lmcount,64.858,22,5945173,91675.45,lmcount,0.0078,10,9,0,1,0,
Barman-BDI,pfile07,mt-lmcount,74.1595,22,6328478,85338.38,lmcount,0.0019,7,0,3,1,0,
Barman-BDI,pfile19,bu-lmcount,,,,,lmcount,15.038,2145,0,41,1,2062,
Barman-BDI,pfile19,bid-lmcount,,,,,lmcount,102.6429,2301,0,119,1,2062,
Barman-BDI,pfile19,lmc-lmcount,,,,,lmcount,13.3811,86,85,0,1,0,
Barman-BDI,pfile19,mt-lmcount,,,,,lmcount,0.7352,83,0,41,1,0,
Barman-BDI,pfile16,bu-lmcount,,,,,lmcount,0.0793,271,0,15,1,240,
Barman-BDI,pfile16,bid-lmcount,,,,,lmcount,0.2143,315,0,37,1,240,
Barman-BDI,pfile16,lmc-lmcount,,,,,lmcount,0.0784,34,33,0,1,0,
Barman-BDI,pfile16,mt-lmcount,,,,,lmcount,0.0124,31,0,15,1,0,
Barman-BDI,pfile02,bu-lmcount,0.8608,23,211980,246775.47,lmcount,0.0017,47,0,3,1,40,
Barman-BDI,pfile02,bid-lmcount,0.7861,23,191316,245124.61,lmcount,0.0056,57,0,8,1,40,
Barman-BDI,pfile02,lmc-lmcount,1.4612,23,349389,239634.87,lmcount,0.0031,10,9,0,1,0,
Barman-BDI,pfile02,mt-lmcount,1.8329,23,396168,216298.84,lmcount,0.0012,7,0,3,1,0,
Barman-BDI,pfile13,bu-lmcount,,,,,lmcount,0.0431,197,0,10,1,176,
Barman-BDI,pfile13,bid-lmcount,,,,,lmcount,0.1122,233,0,28,1,176,
Barman-BDI,pfile13,lmc-lmcount,,,,,lmcount,0.0446,24,23,0,1,0,
Barman-BDI,pfile13,mt-lmcount,,,,,lmcount,0.0081,21,0,10,1,0,
Barman-BDI,pfile11,bu-lmcount,,,,,lmcount,0.0195,139,0,7,1,124,
Barman-BDI,pfile11,bid-lmcount,,,,,lmcount,0.0481,165,0,20,1,124,
Barman-BDI,pfile11,lmc-lmcount,,,,,lmcount,0.0223,18,17,0,1,0,
Barman-BDI,pfile11,mt-lmcount,,,,,lmcount,0.0046,15,0,7,1,0,
Barman-BDI,pfile12,bu-lmcount,,,,,lmcount,0.0183,137,0,6,1,124,
Barman-BDI,pfile12,bid-lmcount,,,,,lmcount,0.0419,157,0,16,1,124,
Barman-BDI,pfile12,lmc-lmcount,,,,,lmcount,0.02,16,15,0,1,0,
Barman-BDI,pfile12,mt-lmcount,,,,,lmcount,0.0045,13,0,6,1,0,
Barman-BDI,pfile03,bu-lmcount,43.4042,37,4076514,93927.95,lmcount,0.0036,64,0,4,1,55,
Barman-BDI,pfile03,bid-lmcount,43.4478,37,4039490,92994.82,lmcount,0.01,78,0,11,1,55,
Barman-BDI,pfile03,lmc-lmcount,51.3656,37,4826893,93983.54,lmcount,0.0066,12,11,0,1,0,
Barman-BDI,pfile03,mt-lmcount,56.6697,37,5028270,88731.43,lmcount,0.0012,9,0,4,1,0,
Barman-BDI,pfile20,bu-lmcount,,,,,lmcount,35.8596,3007,0,51,1,2904,
Barman-BDI,pfile20,bid-lmcount,,,,,lmcount,303.5412,3197,0,146,1,2904,
Barman-BDI,pfile20,lmc-lmcount,,,,,lmcount,32.3617,106,105,0,1,0,
Barman-BDI,pfile20,mt-lmcount,,,,,lmcount,1.3995,103,0,51,1,0,
Barman-BDI,pfile06,bu-lmcount,265.4515,51,20130010,75834.97,lmcount,0.0065,83,0,5,1,72,
Barman-BDI,pfile06,bid-lmcount,232.0983,51,17656938,76081.06,lmcount,0.0176,101,0,14,1,72,
Barman-BDI,pfile06,lmc-lmcount,566.5146,51,41211463,72746.71,lmcount,0.0083,14,13,0,1,0,
Barman-BDI,pfile06,mt-lmcount,614.1226,51,42063002,68493.28,lmcount,0.0039,11,0,5,1,0,
Barman-BDI,pfile15,bu-lmcount,,,,,lmcount,0.091,271,0,11,1,248,
Barman-BDI,pfile15,bid-lmcount,,,,,lmcount,0.2393,309,0,30,1,248,
Barman-BDI,pfile15,lmc-lmcount,,,,,lmcount,0.0877,26,25,0,1,0,
Barman-BDI,pfile15,mt-lmcount,,,,,lmcount,0.0135,23,0,11,1,0,
Barman-BDI,pfile08,bu-lmcount,454.3879,35,33123952,72899.5,lmcount,0.0095,96,0,4,1,87,
Barman-BDI,pfile08,bid-lmcount,430.5251,35,31310056,72729.05,lmcount,0.0223,114,0,13,1,87,
Barman-BDI,pfile08,lmc-lmcount,,,,,lmcount,0.0142,12,11,0,1,0,
Barman-BDI,pfile08,mt-lmcount,,,,,lmcount,0.0028,9,0,4,1,0,
Barman-BDI,pfile01,bu-lmcount,0.0343,9,10176,303640.58,lmcount,0.0007,32,0,2,1,27,
Barman-BDI,pfile01,bid-lmcount,0.0344,9,10176,311535.06,lmcount,0.0017,38,0,5,1,27,
Barman-BDI,pfile01,lmc-lmcount,0.034,9,10389,329698.67,lmcount,0.0024,10,9,0,1,0,
Barman-BDI,pfile01,mt-lmcount,0.067,9,20466,307507.17,lmcount,0.0004,5,0,2,1,0,
Barman-BDI,pfile14,bu-lmcount,,,,,lmcount,0.0571,219,0,6,1,206,
Barman-BDI,pfile14,bid-lmcount,,,,,lmcount,0.1393,243,0,18,1,206,
Barman-BDI,pfile14,lmc-lmcount,,,,,lmcount,0.0569,16,15,0,1,0,
Barman-BDI,pfile14,mt-lmcount,,,,,lmcount,0.0098,13,0,6,1,0,
Barman-BDI,pfile09,bu-lmcount,,,,,lmcount,0.0129,107,0,5,1,96,
Barman-BDI,pfile09,bid-lmcount,,,,,lmcount,0.0294,129,0,16,1,96,
Barman-BDI,pfile09,lmc-lmcount,,,,,lmcount,0.0135,14,13,0,1,0,
Barman-BDI,pfile09,mt-lmcount,,,,,lmcount,0.0031,11,0,5,1,0,
Barman-BDI,pfile10,bu-lmcount,,,,,lmcount,0.0146,118,0,4,1,109,
Barman-BDI,pfile10,bid-lmcount,,,,,lmcount,0.0346,136,0,13,1,109,
Barman-BDI,pfile10,lmc-lmcount,,,,,lmcount,0.0171,12,11,0,1,0,
Barman-BDI,pfile10,mt-lmcount,,,,,lmcount,0.0035,9,0,4,1,0,
Barman-BDI,pfile18,bu-lmcount,,,,,lmcount,3.3681,1207,0,31,1,1144,
Barman-BDI,pfile18,bid-lmcount,,,,,lmcount,14.4442,1317,0,86,1,1144,
Barman-BDI,pfile18,lmc-lmcount,,,,,lmcount,2.9916,66,65,0,1,0,
Barman-BDI,pfile18,mt-lmcount,,,,,lmcount,0.2374,63,0,31,1,0,
Barman-BDI,pfile17,bu-lmcount,,,,,lmcount,1.2763,789,0,21,1,746,
Barman-BDI,pfile17,bid-lmcount,,,,,lmcount,4.7511,873,0,63,1,746,
Barman-BDI,pfile17,lmc-lmcount,,,,,lmcount,1.1461,46,45,0,1,0,
Barman-BDI,pfile17,mt-lmcount,,,,,lmcount,0.104,43,0,21,1,0,
Barman-BDI,pfile04,bu-lmcount,13.1046,22,1460586,111492.41,lmcount,0.0041,63,0,3,1,56,
Barman-BDI,pfile04,bid-lmcount,12.4634,22,1408514,113132.88,lmcount,0.0133,73,0,8,1,56,
Barman-BDI,pfile04,lmc-lmcount,25.1372,22,2571333,102320.93,lmcount,0.0071,10,9,0,1,0,
Barman-BDI,pfile04,mt-lmcount,28.9474,22,2763246,95461.74,lmcount,0.0012,7,0,3,1,0,
Barman-BDI,pfile05,bu-lmcount,167.0327,36,12941516,77481.65,lmcount,0.0057,73,0,4,1,64,
Barman-BDI,pfile05,bid-lmcount,166.169,36,12930100,77818.05,lmcount,0.0108,87,0,11,1,64,
Barman-BDI,pfile05,lmc-lmcount,183.5118,36,14523967,79147.46,lmcount,0.0066,12,11,0,1,0,
Barman-BDI,pfile05,mt-lmcount,198.5267,36,15012300,75619.59,lmcount,0.0026,9,0,4,1,0,
Blocksworld-GTOHP,p22,bu-lmcount,,,,,lmcount,0.024,513,0,85,4,339,
Blocksworld-GTOHP,p22,bid-lmcount,,,,,lmcount,0.0514,951,0,268,76,339,
Blocksworld-GTOHP,p22,lmc-lmcount,,,,,lmcount,0.0357,182,178,0,4,0,
Blocksworld-GTOHP,p22,mt-lmcount,,,,,lmcount,0.0037,174,0,85,4,0,
Blocksworld-GTOHP,p16,bu-lmcount,,,,,lmcount,0.0054,214,0,30,1,153,
Blocksworld-GTOHP,p16,bid-lmcount,,,,,lmcount,0.0111,421,0,118,32,153,
Blocksworld-GTOHP,p16,lmc-lmcount,,,,,lmcount,0.0127,77,76,0,1,0,
Blocksworld-GTOHP,p16,mt-lmcount,,,,,lmcount,0.0029,61,0,30,1,0,
Blocksworld-GTOHP,p15,bu-lmcount,,,,,lmcount,0.005,201,0,28,1,144,
Blocksworld-GTOHP,p15,bid-lmcount,64.1885,179,5820438,90691.59,lmcount,0.01,406,0,113,35,145,
Blocksworld-GTOHP,p15,lmc-lmcount,,,,,lmcount,0.0079,71,70,0,1,0,
Blocksworld-GTOHP,p15,mt-lmcount,,,,,lmcount,0.0013,57,0,28,1,0,
Blocksworld-GTOHP,p19,bu-lmcount,,,,,lmcount,0.0075,259,0,37,1,184,
Blocksworld-GTOHP,p19,bid-lmcount,,,,,lmcount,0.0164,529,0,150,45,184,
Blocksworld-GTOHP,p19,lmc-lmcount,,,,,lmcount,0.0136,95,94,0,1,0,
Blocksworld-GTOHP,p19,mt-lmcount,,,,,lmcount,0.0028,75,0,37,1,0,
Blocksworld-GTOHP,p24,bu-lmcount,,,,,lmcount,0.0994,1045,0,165,1,714,
Blocksworld-GTOHP,p24,bid-lmcount,,,,,lmcount,0.212,1977,0,557,149,714,
Blocksworld-GTOHP,p24,lmc-lmcount,,,,,lmcount,0.1429,363,362,0,1,0,
Blocksworld-GTOHP,p24,mt-lmcount,,,,,lmcount,0.0108,331,0,165,1,0,
Blocksworld-GTOHP,p01,bu-lmcount,0.0007,20,121,302269.67,lmcount,0.0002,30,0,4,1,21,
Blocksworld-GTOHP,p01,bid-lmcount,0.001,20,110,294619.05,lmcount,0.0005,58,0,15,6,22,
Blocksworld-GTOHP,p01,lmc-lmcount,0.0009,20,111,346920.82,lmcount,0.0006,12,11,0,1,0,
Blocksworld-GTOHP,p01,mt-lmcount,0.0007,20,121,270528.14,lmcount,0.0002,9,0,4,1,0,
Blocksworld-GTOHP,p27,bu-lmcount,,,,,lmcount,0.85,2779,0,417,2,1943,
Blocksworld-GTOHP,p27,bid-lmcount,,,,,lmcount,1.8778,5449,0,1551,404,1943,
Blocksworld-GTOHP,p27,lmc-lmcount,,,,,lmcount,0.9555,896,894,0,2,0,
Blocksworld-GTOHP,p27,mt-lmcount,,,,,lmcount,0.0699,836,0,417,2,0,
Blocksworld-GTOHP,p30,bu-lmcount,,,,,lmcount,7.4561,6986,0,1040,1,4905,
Blocksworld-GTOHP,p30,bid-lmcount,,,,,lmcount,16.757,13660,0,3883,989,4905,
Blocksworld-GTOHP,p30,lmc-lmcount,,,,,lmcount,7.888,2194,2193,0,1,0,
Blocksworld-GTOHP,p30,mt-lmcount,,,,,lmcount,0.5183,2081,0,1040,1,0,
Blocksworld-GTOHP,p09,bu-lmcount,0.3093,102,76467,248994.9,lmcount,0.0021,121,0,16,1,88,
Blocksworld-GTOHP,p09,bid-lmcount,0.18,102,40867,232589.72,lmcount,0.0042,242,0,66,21,89,
Blocksworld-GTOHP,p09,lmc-lmcount,0.2587,102,75905,297840.58,lmcount,0.0038,47,46,0,1,0,
Blocksworld-GTOHP,p09,mt-lmcount,0.3544,102,86075,243377.5,lmcount,0.0006,33,0,16,1,0,
Blocksworld-GTOHP,p10,bu-lmcount,31.8419,146,3021347,94894.59,lmcount,0.0028,152,0,21,1,109,
Blocksworld-GTOHP,p10,bid-lmcount,30.3399,146,2827973,93230.31,lmcount,0.0066,301,0,84,24,109,
Blocksworld-GTOHP,p10,lmc-lmcount,28.5403,146,3002518,105229.33,lmcount,0.0071,61,60,0,1,0,
Blocksworld-GTOHP,p10,mt-lmcount,31.7262,146,3074966,96924.91,lmcount,0.0009,43,0,21,1,0,
Blocksworld-GTOHP,p11,bu-lmcount,3.5403,152,514946,145585.33,lmcount,0.0031,163,0,22,1,118,
Blocksworld-GTOHP,p11,bid-lmcount,1.1215,152,189811,170875.61,lmcount,0.0106,320,0,89,24,118,
Blocksworld-GTOHP,p11,lmc-lmcount,3.1228,152,524980,168540.57,lmcount,0.0078,62,61,0,1,0,
Blocksworld-GTOHP,p11,mt-lmcount,4.4269,152,653255,147616.89,lmcount,0.0014,45,0,22,1,0,
Blocksworld-GTOHP,p28,bu-lmcount,,,,,lmcount,2.1935,4177,0,625,2,2925,
Blocksworld-GTOHP,p28,bid-lmcount,,,,,lmcount,4.795,8184,0,2329,601,2925,
Blocksworld-GTOHP,p28,lmc-lmcount,,,,,lmcount,2.3656,1342,1340,0,2,0,
Blocksworld-GTOHP,p28,mt-lmcount,,,,,lmcount,0.1676,1252,0,625,2,0,
Blocksworld-GTOHP,p18,bu-lmcount,,,,,lmcount,0.0117,246,0,35,1,175,
Blocksworld-GTOHP,p18,bid-lmcount,,,,,lmcount,0.0189,505,0,142,45,176,
Blocksworld-GTOHP,p18,lmc-lmcount,,,,,lmcount,0.0125,89,88,0,1,0,
Blocksworld-GTOHP,p18,mt-lmcount,,,,,lmcount,0.0022,71,0,35,1,0,
Blocksworld-GTOHP,p23,bu-lmcount,,,,,lmcount,0.0439,699,0,111,1,476,
Blocksworld-GTOHP,p23,bid-lmcount,,,,,lmcount,0.0934,1319,0,372,99,476,
