domain_name,problem_name,experiment_name,search_elapsed_time,solution_size,expanded_nodes,nodes_per_second,heuristic_name,heuristic_elapsed_time,total_landmarks,disj_landmarks,abtask_landmarks,operator_landmarks,method_landmarks,fact_landmarks
Minecraft-Regular,p-5-5-5-25,bid-lmcount,0.0213,106,791,194449.33,lmcount,0.0171,678,0,260,53,105,
Minecraft-Regular,p-5-5-5-25,lmc-lmcount,0.0375,106,8881,339116.87,lmcount,0.0112,205,152,0,53,0,
Minecraft-Regular,p-5-5-5-25,mt-lmcount,0.0106,106,1933,227014.33,lmcount,0.002,573,0,260,53,0,
Minecraft-Regular,p-005-006-006-006,bu-lmcount,0.0189,139,1018,174071.57,lmcount,0.0129,867,0,334,61,138,
Minecraft-Regular,p-005-006-006-006,bid-lmcount,0.0335,139,1018,172482.39,lmcount,0.0275,867,0,334,61,138,
Minecraft-Regular,p-005-006-006-006,lmc-lmcount,0.071,139,17932,332293.29,lmcount,0.0169,254,193,0,61,0,
Minecraft-Regular,p-005-006-006-006,mt-lmcount,0.0185,139,3364,208861.5,lmcount,0.0023,729,0,334,61,0,
Minecraft-Regular,p-5-5-5-16,bu-lmcount,0.0123,106,791,198533.57,lmcount,0.0082,678,0,260,53,105,
Minecraft-Regular,p-5-5-5-16,bid-lmcount,0.0211,106,791,198071.31,lmcount,0.017,678,0,260,53,105,
Minecraft-Regular,p-5-5-5-16,lmc-lmcount,0.0365,106,8881,347974.38,lmcount,0.0109,205,152,0,53,0,
Minecraft-Regular,p-5-5-5-16,mt-lmcount,0.0106,106,1933,226367.81,lmcount,0.002,573,0,260,53,0,
Minecraft-Regular,p-5-5-5-18,bu-lmcount,0.0125,106,791,192586.9,lmcount,0.0082,678,0,260,53,105,
Minecraft-Regular,p-5-5-5-18,bid-lmcount,0.0215,106,791,195688.01,lmcount,0.0173,678,0,260,53,105,
Minecraft-Regular,p-5-5-5-18,lmc-lmcount,0.0365,106,8881,348169.53,lmcount,0.0109,205,152,0,53,0,
Minecraft-Regular,p-5-5-5-18,mt-lmcount,0.0107,106,1933,227319.85,lmcount,0.002,573,0,260,53,0,
Minecraft-Regular,p-5-5-5-45,bu-lmcount,,,,,,,,,,,,
Minecraft-Regular,p-5-5-5-45,bid-lmcount,,,,,,,,,,,,
Minecraft-Regular,p-5-5-5-45,lmc-lmcount,,,,,,,,,,,,
Minecraft-Regular,p-5-5-5-45,mt-lmcount,,,,,,,,,,,,
Minecraft-Regular,p-9-9-9-25,bu-lmcount,0.1145,370,2495,104571.55,lmcount,0.0905,2110,0,824,93,369,
Minecraft-Regular,p-9-9-9-25,bid-lmcount,0.2092,370,2495,102524.6,lmcount,0.1846,2110,0,824,93,369,
Minecraft-Regular,p-9-9-9-25,lmc-lmcount,1.5026,370,363285,258702.99,lmcount,0.0983,545,452,0,93,0,
Minecraft-Regular,p-9-9-9-25,mt-lmcount,0.3808,370,49419,132815.46,lmcount,0.0086,1741,0,824,93,0,
Minecraft-Regular,p-006-007-007-007,bu-lmcount,0.0351,197,1396,148799.2,lmcount,0.0256,1185,0,459,71,196,
Minecraft-Regular,p-006-007-007-007,bid-lmcount,0.0629,197,1396,151099.28,lmcount,0.0535,1185,0,459,71,196,
Minecraft-Regular,p-006-007-007-007,lmc-lmcount,0.1851,197,46345,300486.5,lmcount,0.0308,331,260,0,71,0,
Minecraft-Regular,p-006-007-007-007,mt-lmcount,0.045,197,7589,183548.27,lmcount,0.0036,989,0,459,71,0,
Minecraft-Regular,p-9-9-9-40,bu-lmcount,,,,,,,,,,,,
Minecraft-Regular,p-9-9-9-40,bid-lmcount,,,,,,,,,,,,
Minecraft-Regular,p-9-9-9-40,lmc-lmcount,,,,,,,,,,,,
Minecraft-Regular,p-9-9-9-40,mt-lmcount,,,,,,,,,,,,
Minecraft-Regular,p-5-5-5-09,bu-lmcount,0.0122,106,791,198260.69,lmcount,0.008,678,0,260,53,105,
Minecraft-Regular,p-5-5-5-09,bid-lmcount,0.0211,106,791,198854.86,lmcount,0.017,678,0,260,53,105,
Minecraft-Regular,p-5-5-5-09,lmc-lmcount,0.0372,106,8881,339212.6,lmcount,0.0109,205,152,0,53,0,
Minecraft-Regular,p-5-5-5-09,mt-lmcount,0.0106,106,1933,229027.96,lmcount,0.0021,573,0,260,53,0,
Minecraft-Regular,p-006-006-006-006,bu-lmcount,0.0233,157,1127,170550.61,lmcount,0.0166,961,0,371,63,156,
Minecraft-Regular,p-006-006-006-006,bid-lmcount,0.042,157,1127,169742.19,lmcount,0.0352,961,0,371,63,156,
Minecraft-Regular,p-006-006-006-006,lmc-lmcount,0.0923,157,23638,329890.49,lmcount,0.0205,275,212,0,63,0,
Minecraft-Regular,p-006-006-006-006,mt-lmcount,0.0244,157,4352,202419.81,lmcount,0.0028,805,0,371,63,0,
Minecraft-Regular,p-9-9-9-35,bu-lmcount,,,,,,,,,,,,
Minecraft-Regular,p-9-9-9-35,bid-lmcount,,,,,,,,,,,,
Minecraft-Regular,p-9-9-9-35,lmc-lmcount,,,,,,,,,,,,
Minecraft-Regular,p-9-9-9-35,mt-lmcount,,,,,,,,,,,,
Minecraft-Regular,p-007-008-008-008,bu-lmcount,0.0605,265,1834,130120.84,lmcount,0.0462,1553,0,604,81,264,
Minecraft-Regular,p-007-008-008-008,bid-lmcount,0.1094,265,1834,129250.67,lmcount,0.0951,1553,0,604,81,264,
Minecraft-Regular,p-007-008-008-008,lmc-lmcount,0.4541,265,115958,288829.8,lmcount,0.0525,418,337,0,81,0,
Minecraft-Regular,p-007-008-008-008,mt-lmcount,0.1128,265,17090,159804.56,lmcount,0.0058,1289,0,604,81,0,
Minecraft-Regular,p-5-5-5-12,bu-lmcount,0.0122,106,791,196860.76,lmcount,0.0081,678,0,260,53,105,
Minecraft-Regular,p-5-5-5-12,bid-lmcount,0.0211,106,791,198154.12,lmcount,0.017,678,0,260,53,105,
Minecraft-Regular,p-5-5-5-12,lmc-lmcount,0.037,106,8881,342730.03,lmcount,0.011,205,152,0,53,0,
Minecraft-Regular,p-5-5-5-12,mt-lmcount,0.0106,106,1933,229047.37,lmcount,0.002,573,0,260,53,0,
Minecraft-Regular,p-004-004-004-004,bu-lmcount,0.006,65,515,228530.11,lmcount,0.0036,445,0,169,43,64,
Minecraft-Regular,p-004-004-004-004,bid-lmcount,0.0097,65,515,230039.04,lmcount,0.0074,445,0,169,43,64,
Minecraft-Regular,p-004-004-004-004,lmc-lmcount,0.015,65,2986,320369.16,lmcount,0.0056,145,102,0,43,0,
Minecraft-Regular,p-004-004-004-004,mt-lmcount,0.0049,65,873,244892.15,lmcount,0.0012,381,0,169,43,0,
Minecraft-Regular,p-020-020-020-020,bu-lmcount,3.8239,1921,12131,20444.51,lmcount,3.2299,10173,0,4025,203,1920,
Minecraft-Regular,p-020-020-020-020,bid-lmcount,7.0861,1921,12131,20428.2,lmcount,6.4916,10173,0,4025,203,1920,
Minecraft-Regular,p-020-020-020-020,lmc-lmcount,,,,,lmcount,3.2125,2305,2102,0,203,0,
Minecraft-Regular,p-5-5-5-15,bu-lmcount,0.0123,106,791,197094.66,lmcount,0.0081,678,0,260,53,105,
Minecraft-Regular,p-5-5-5-15,bid-lmcount,0.0212,106,791,193350.11,lmcount,0.017,678,0,260,53,105,
Minecraft-Regular,p-5-5-5-15,lmc-lmcount,0.0371,106,8881,343704.05,lmcount,0.0112,205,152,0,53,0,
Minecraft-Regular,p-5-5-5-15,mt-lmcount,0.0106,106,1933,229416.8,lmcount,0.002,573,0,260,53,0,
Minecraft-Regular,p-004-005-004-005,bu-lmcount,0.0075,77,587,220200.02,lmcount,0.0048,505,0,193,43,76,
Minecraft-Regular,p-004-005-004-005,bid-lmcount,0.0125,77,587,220752.84,lmcount,0.0097,505,0,193,43,76,
Minecraft-Regular,p-004-005-004-005,lmc-lmcount,0.0227,77,5580,351752.68,lmcount,0.0068,157,114,0,43,0,
Minecraft-Regular,p-004-005-004-005,mt-lmcount,0.0066,77,1264,247403.06,lmcount,0.0014,429,0,193,43,0,
Minecraft-Regular,p-5-5-5-08,bu-lmcount,0.0122,106,791,196779.03,lmcount,0.0081,678,0,260,53,105,
Minecraft-Regular,p-5-5-5-08,bid-lmcount,0.0212,106,791,198962.19,lmcount,0.0171,678,0,260,53,105,
Minecraft-Regular,p-5-5-5-08,lmc-lmcount,0.0365,106,8881,346601.54,lmcount,0.0108,205,152,0,53,0,
Minecraft-Regular,p-5-5-5-08,mt-lmcount,0.0105,106,1933,230998.62,lmcount,0.002,573,0,260,53,0,
Minecraft-Regular,p-008-009-009-009,bu-lmcount,0.0987,343,2332,109786.7,lmcount,0.0773,1971,0,769,91,342,
Minecraft-Regular,p-008-009-009-009,bid-lmcount,0.1796,343,2332,109250.82,lmcount,0.1581,1971,0,769,91,342,
Minecraft-Regular,p-008-009-009-009,lmc-lmcount,1.1513,343,283131,265462.15,lmcount,0.0846,515,424,0,91,0,
Minecraft-Regular,p-008-009-009-009,mt-lmcount,0.2852,343,38239,137832.58,lmcount,0.0076,1629,0,769,91,0,
Minecraft-Regular,p-5-5-5-30,bu-lmcount,,,,,,,,,,,,
Minecraft-Regular,p-5-5-5-30,bid-lmcount,,,,,,,,,,,,
Minecraft-Regular,p-5-5-5-30,lmc-lmcount,,,,,,,,,,,,
Minecraft-Regular,p-5-5-5-30,mt-lmcount,,,,,,,,,,,,
Minecraft-Regular,p-009-009-009-009,bu-lmcount,0.1156,370,2495,103939.02,lmcount,0.0914,2110,0,824,93,369,
Minecraft-Regular,p-009-009-009-009,bid-lmcount,0.209,370,2495,102892.54,lmcount,0.1845,2110,0,824,93,369,
Minecraft-Regular,p-009-009-009-009,lmc-lmcount,1.4758,370,363285,263760.53,lmcount,0.0984,545,452,0,93,0,
Minecraft-Regular,p-009-009-009-009,mt-lmcount,0.3814,370,49419,132492.43,lmcount,0.0083,1741,0,824,93,0,
Minecraft-Regular,p-003-004-003-004,bu-lmcount,0.0032,43,353,244241.06,lmcount,0.0017,307,0,116,33,42,
Minecraft-Regular,p-003-004-003-004,bid-lmcount,0.0056,43,353,244442.68,lmcount,0.004,307,0,116,33,42,
Minecraft-Regular,p-003-004-003-004,lmc-lmcount,0.0079,43,1609,327190.69,lmcount,0.003,104,71,0,33,0,
Minecraft-Regular,p-003-004-003-004,mt-lmcount,0.0029,43,551,257213.3,lmcount,0.0007,265,0,116,33,0,
Minecraft-Regular,p-9-9-9-45,bu-lmcount,,,,,,,,,,,,
Minecraft-Regular,p-9-9-9-45,bid-lmcount,,,,,,,,,,,,
Minecraft-Regular,p-9-9-9-45,lmc-lmcount,,,,,,,,,,,,
Minecraft-Regular,p-9-9-9-45,mt-lmcount,,,,,,,,,,,,
Minecraft-Regular,p-5-5-5-35,bu-lmcount,,,,,,,,,,,,
Minecraft-Regular,p-5-5-5-35,bid-lmcount,,,,,,,,,,,,
Minecraft-Regular,p-5-5-5-35,lmc-lmcount,,,,,,,,,,,,
Minecraft-Regular,p-5-5-5-35,mt-lmcount,,,,,,,,,,,,
Minecraft-Regular,p-9-9-9-10,bu-lmcount,0.115,370,2495,100649.1,lmcount,0.09,2110,0,824,93,369,
Minecraft-Regular,p-9-9-9-10,bid-lmcount,0.2077,370,2495,103149.13,lmcount,0.1833,2110,0,824,93,369,
Minecraft-Regular,p-9-9-9-10,lmc-lmcount,1.5024,370,363285,258687.96,lmcount,0.0979,545,452,0,93,0,
Minecraft-Regular,p-9-9-9-10,mt-lmcount,0.3832,370,49419,131883.28,lmcount,0.0084,1741,0,824,93,0,
Minecraft-Regular,p-5-5-5-19,bu-lmcount,0.0122,106,791,196348.14,lmcount,0.0081,678,0,260,53,105,
Minecraft-Regular,p-5-5-5-19,bid-lmcount,0.0214,106,791,199392.66,lmcount,0.0173,678,0,260,53,105,
Minecraft-Regular,p-5-5-5-19,lmc-lmcount,0.037,106,8881,341370.02,lmcount,0.0109,205,152,0,53,0,
Minecraft-Regular,p-5-5-5-19,mt-lmcount,0.0107,106,1933,226386.78,lmcount,0.002,573,0,260,53,0,
Minecraft-Regular,p-007-007-007-007,bu-lmcount,0.0416,218,1523,143500.51,lmcount,0.0308,1294,0,502,73,217,
Minecraft-Regular,p-007-007-007-007,bid-lmcount,0.0758,218,1523,143371.68,lmcount,0.0651,1294,0,502,73,217,
Minecraft-Regular,p-007-007-007-007,lmc-lmcount,0.2352,218,60395,303888.4,lmcount,0.0363,355,282,0,73,0,
Minecraft-Regular,p-007-007-007-007,mt-lmcount,0.0594,218,9833,178082.2,lmcount,0.0041,1077,0,502,73,0,
Minecraft-Regular,p-5-5-5-17,bu-lmcount,0.0122,106,791,198106.79,lmcount,0.0081,678,0,260,53,105,
Minecraft-Regular,p-5-5-5-17,bid-lmcount,0.0212,106,791,198462.31,lmcount,0.0171,678,0,260,53,105,
Minecraft-Regular,p-5-5-5-17,lmc-lmcount,0.0368,106,8881,343422.03,lmcount,0.0108,205,152,0,53,0,
Minecraft-Regular,p-5-5-5-17,mt-lmcount,0.0106,106,1933,228633.98,lmcount,0.002,573,0,260,53,0,
Minecraft-Regular,p-5-5-5-14,bu-lmcount,0.0123,106,791,197434.81,lmcount,0.0082,678,0,260,53,105,
Minecraft-Regular,p-5-5-5-14,bid-lmcount,0.0213,106,791,193643.52,lmcount,0.0171,678,0,260,53,105,
Minecraft-Regular,p-5-5-5-14,lmc-lmcount,0.0372,106,8881,338574.37,lmcount,0.0109,205,152,0,53,0,
Minecraft-Regular,p-5-5-5-14,mt-lmcount,0.0106,106,1933,226906.32,lmcount,0.002,573,0,260,53,0,
Minecraft-Regular,p-9-9-9-50,bu-lmcount,,,,,,,,,,,,
Minecraft-Regular,p-9-9-9-50,bid-lmcount,,,,,,,,,,,,
Minecraft-Regular,p-9-9-9-50,lmc-lmcount,,,,,,,,,,,,
Minecraft-Regular,p-9-9-9-50,mt-lmcount,,,,,,,,,,,,
Minecraft-Regular,p-5-5-5-40,bu-lmcount,,,,,,,,,,,,
Minecraft-Regular,p-5-5-5-40,bid-lmcount,,,,,,,,,,,,
Minecraft-Regular,p-5-5-5-40,lmc-lmcount,,,,,,,,,,,,
Minecraft-Regular,p-5-5-5-40,mt-lmcount,,,,,,,,,,,,
Minecraft-Regular,p-005-005-005-005,bu-lmcount,0.0122,106,791,197446.56,lmcount,0.0081,678,0,260,53,105,
Minecraft-Regular,p-005-005-005-005,bid-lmcount,0.0209,106,791,200392.27,lmcount,0.0169,678,0,260,53,105,
Minecraft-Regular,p-005-005-005-005,lmc-lmcount,0.0368,106,8881,345521.29,lmcount,0.011,205,152,0,53,0,
Minecraft-Regular,p-005-005-005-005,mt-lmcount,0.0105,106,1933,227754.08,lmcount,0.002,573,0,260,53,0,
Minecraft-Regular,p-5-5-5-11,bu-lmcount,0.0122,106,791,198118.62,lmcount,0.0081,678,0,260,53,105,
Minecraft-Regular,p-5-5-5-11,bid-lmcount,0.0212,106,791,197434.81,lmcount,0.0171,678,0,260,53,105,
Minecraft-Regular,p-5-5-5-11,lmc-lmcount,0.0366,106,8881,347630.15,lmcount,0.011,205,152,0,53,0,
Minecraft-Regular,p-5-5-5-11,mt-lmcount,0.0106,106,1933,228003.87,lmcount,0.002,573,0,260,53,0,
Minecraft-Regular,p-5-5-5-06,bu-lmcount,0.0124,106,791,194449.33,lmcount,0.0082,678,0,260,53,105,
Minecraft-Regular,p-5-5-5-06,bid-lmcount,0.0212,106,791,195319.35,lmcount,0.0171,678,0,260,53,105,
Minecraft-Regular,p-5-5-5-06,lmc-lmcount,0.0374,106,8881,337265.4,lmcount,0.011,205,152,0,53,0,
Minecraft-Regular,p-5-5-5-06,mt-lmcount,0.0105,106,1933,228215.66,lmcount,0.002,573,0,260,53,0,
Minecraft-Regular,p-9-9-9-15,bu-lmcount,0.114,370,2495,103312.06,lmcount,0.0897,2110,0,824,93,369,
Minecraft-Regular,p-9-9-9-15,bid-lmcount,0.2086,370,2495,102666.42,lmcount,0.1841,2110,0,824,93,369,
Minecraft-Regular,p-9-9-9-15,lmc-lmcount,1.4872,370,363285,261678.68,lmcount,0.0988,545,452,0,93,0,
Minecraft-Regular,p-9-9-9-15,mt-lmcount,0.3833,370,49419,131801.68,lmcount,0.0082,1741,0,824,93,0,
Minecraft-Regular,p-9-9-9-20,bu-lmcount,0.1136,370,2495,104631.14,lmcount,0.0895,2110,0,824,93,369,
Minecraft-Regular,p-9-9-9-20,bid-lmcount,0.2088,370,2495,102547.71,lmcount,0.1843,2110,0,824,93,369,
Minecraft-Regular,p-9-9-9-20,lmc-lmcount,1.495,370,363285,260081.09,lmcount,0.0981,545,452,0,93,0,
Minecraft-Regular,p-9-9-9-20,mt-lmcount,0.3836,370,49419,131747.14,lmcount,0.0083,1741,0,824,93,0,
Minecraft-Regular,p-003-003-003-003,bu-lmcount,0.0045,34,299,129515.33,lmcount,0.002,262,0,98,33,33,
Minecraft-Regular,p-003-003-003-003,bid-lmcount,0.0042,34,299,208703.09,lmcount,0.0027,262,0,98,33,33,
Minecraft-Regular,p-003-003-003-003,lmc-lmcount,0.0047,34,701,307231.67,lmcount,0.0024,95,62,0,33,0,
Minecraft-Regular,p-003-003-003-003,mt-lmcount,0.0022,34,404,261053.58,lmcount,0.0005,229,0,98,33,0,
Minecraft-Regular,p-007-008-007-008,bu-lmcount,0.0495,239,1649,139314.49,lmcount,0.0376,1399,0,544,73,238,
Minecraft-Regular,p-007-008-007-008,bid-lmcount,0.0896,239,1649,133202.51,lmcount,0.0771,1399,0,544,73,238,
Minecraft-Regular,p-007-008-007-008,lmc-lmcount,0.4011,239,104843,293058.53,lmcount,0.0432,376,303,0,73,0,
Minecraft-Regular,p-007-008-007-008,mt-lmcount,0.0961,239,15409,169108.43,lmcount,0.0049,1161,0,544,73,0,
Minecraft-Regular,p-025-025-025-025,bu-lmcount,11.3084,3026,18911,11061.78,lmcount,9.5979,15838,0,6280,253,3025,
Minecraft-Regular,p-025-025-025-025,bid-lmcount,21.0202,3026,18911,11024.43,lmcount,19.3039,15838,0,6280,253,3025,
Minecraft-Regular,p-025-025-025-025,lmc-lmcount,,,,,lmcount,9.4712,3505,3252,0,253,0,
Minecraft-Regular,p-004-005-005-005,bu-lmcount,0.0097,91,700,207859.31,lmcount,0.0062,599,0,229,51,90,
Minecraft-Regular,p-004-005-005-005,bid-lmcount,0.0165,91,700,206108.3,lmcount,0.013,599,0,229,51,90,
Minecraft-Regular,p-004-005-005-005,lmc-lmcount,0.0278,91,6619,347491.0,lmcount,0.0087,187,136,0,51,0,
Minecraft-Regular,p-004-005-005-005,mt-lmcount,0.0081,91,1503,237341.93,lmcount,0.0016,509,0,229,51,0,
Minecraft-Regular,p-005-006-005-006,bu-lmcount,0.015,121,881,180640.49,lmcount,0.01,753,0,290,53,120,
Minecraft-Regular,p-005-006-005-006,bid-lmcount,0.026,121,881,191738.37,lmcount,0.0212,753,0,290,53,120,
Minecraft-Regular,p-005-006-005-006,lmc-lmcount,0.0597,121,15609,337663.45,lmcount,0.0134,220,167,0,53,0,
Minecraft-Regular,p-005-006-005-006,mt-lmcount,0.0157,121,2919,215450.21,lmcount,0.002,633,0,290,53,0,
Minecraft-Regular,p-010-010-010-010,bu-lmcount,0.1748,461,3071,89555.08,lmcount,0.1403,2593,0,1015,103,460,
Minecraft-Regular,p-010-010-010-010,bid-lmcount,0.3272,461,3071,79637.37,lmcount,0.2885,2593,0,1015,103,460,
Minecraft-Regular,p-010-010-010-010,lmc-lmcount,3.7268,461,865274,241835.13,lmcount,0.1487,655,552,0,103,0,
Minecraft-Regular,p-010-010-010-010,mt-lmcount,0.9622,461,109464,115078.34,lmcount,0.0108,2133,0,1015,103,0,
Minecraft-Regular,p-008-008-008-008,bu-lmcount,0.0708,289,1979,121530.42,lmcount,0.0543,1677,0,653,83,288,
Minecraft-Regular,p-008-008-008-008,bid-lmcount,0.1294,289,1979,120998.94,lmcount,0.1129,1677,0,653,83,288,
Minecraft-Regular,p-008-008-008-008,lmc-lmcount,0.6003,289,149808,277731.01,lmcount,0.0609,445,362,0,83,0,
Minecraft-Regular,p-008-008-008-008,mt-lmcount,0.1509,289,22126,152715.91,lmcount,0.0059,1389,0,653,83,0,
Minecraft-Regular,p-015-015-015-015,bu-lmcount,1.0114,1066,6851,41253.04,lmcount,0.8449,5758,0,2270,153,1065,
Minecraft-Regular,p-015-015-015-015,bid-lmcount,1.8918,1066,6851,40911.8,lmcount,1.7239,5758,0,2270,153,1065,
Minecraft-Regular,p-015-015-015-015,lmc-lmcount,565.4129,1066,55385715,98105.31,lmcount,0.8591,1355,1202,0,153,0,
Minecraft-Regular,p-015-015-015-015,mt-lmcount,94.3542,1066,5249721,55663.59,lmcount,0.0424,4693,0,2270,153,0,
Minecraft-Regular,p-008-009-008-009,bu-lmcount,0.0828,313,2123,115715.09,lmcount,0.0643,1797,0,701,83,312,
Minecraft-Regular,p-008-009-008-009,bid-lmcount,0.1498,313,2123,115543.92,lmcount,0.1312,1797,0,701,83,312,
Minecraft-Regular,p-008-009-008-009,lmc-lmcount,1.0326,313,259120,269550.21,lmcount,0.0712,469,386,0,83,0,
Minecraft-Regular,p-008-009-008-009,mt-lmcount,0.2483,313,34910,144567.63,lmcount,0.0067,1485,0,701,83,0,
Minecraft-Regular,p-9-9-9-30,bu-lmcount,,,,,,,,,,,,
Minecraft-Regular,p-9-9-9-30,bid-lmcount,,,,,,,,,,,,
Minecraft-Regular,p-9-9-9-30,lmc-lmcount,,,,,,,,,,,,
Minecraft-Regular,p-9-9-9-30,mt-lmcount,,,,,,,,,,,,
Minecraft-Regular,p-003-004-004-004,bu-lmcount,0.0046,53,442,205758.31,lmcount,0.0024,381,0,144,41,52,
Minecraft-Regular,p-003-004-004-004,bid-lmcount,0.0073,53,442,240451.67,lmcount,0.0054,381,0,144,41,52,
Minecraft-Regular,p-003-004-004-004,lmc-lmcount,0.0121,53,1982,327030.31,lmcount,0.0059,130,89,0,41,0,
Minecraft-Regular,p-003-004-004-004,mt-lmcount,0.0039,53,687,229911.98,lmcount,0.0008,329,0,144,41,0,
Minecraft-Regular,p-010-009-009-010,bu-lmcount,0.1302,397,2658,99359.73,lmcount,0.1033,2249,0,879,95,396,
Minecraft-Regular,p-010-009-009-010,bid-lmcount,0.24,397,2658,98919.81,lmcount,0.2129,2249,0,879,95,396,
Minecraft-Regular,p-010-009-009-010,lmc-lmcount,2.1987,397,523791,251107.58,lmcount,0.1127,575,480,0,95,0,
Minecraft-Regular,p-010-009-009-010,mt-lmcount,0.5586,397,70679,128649.27,lmcount,0.0091,1853,0,879,95,0,
Monroe-Fully-Observable,pfile04,bu-lmcount,7.857,2,29926,39591.83,lmcount,7.1009,358,0,2,1,353,
Monroe-Fully-Observable,pfile04,bid-lmcount,39.2665,2,29926,42821.02,lmcount,38.5674,358,0,2,1,353,
Monroe-Fully-Observable,pfile04,lmc-lmcount,3.6957,2,3216,300293.45,lmcount,3.6848,7,6,0,1,0,
Monroe-Fully-Observable,pfile04,mt-lmcount,3.3384,2,29926,42349.07,lmcount,2.6316,5,0,2,1,0,
Monroe-Fully-Observable,pfile06,bu-lmcount,12.3458,11,99069,61183.19,lmcount,10.7264,355,0,2,1,350,
Monroe-Fully-Observable,pfile06,bid-lmcount,51.1876,11,1493,67681.5,lmcount,51.1653,380,0,11,8,350,
Monroe-Fully-Observable,pfile06,lmc-lmcount,6.1893,11,493920,254062.45,lmcount,4.2451,8,7,0,1,0,
Monroe-Fully-Observable,pfile06,mt-lmcount,11.0237,11,720002,90825.48,lmcount,3.0962,5,0,2,1,0,
Monroe-Fully-Observable,pfile13,bu-lmcount,,,,,lmcount,7.8576,348,0,2,1,343,
Monroe-Fully-Observable,pfile13,bid-lmcount,,,,,lmcount,41.0895,354,0,4,3,343,
Monroe-Fully-Observable,pfile13,lmc-lmcount,,,,,lmcount,3.8495,10,9,0,1,0,
Monroe-Fully-Observable,pfile13,mt-lmcount,,,,,lmcount,2.9117,5,0,2,1,0,
Monroe-Fully-Observable,pfile20,bu-lmcount,22.8682,28,1253155,87764.67,lmcount,8.5894,353,0,2,1,348,
Monroe-Fully-Observable,pfile20,bid-lmcount,,,,,lmcount,47.0727,377,0,10,9,348,
Monroe-Fully-Observable,pfile20,lmc-lmcount,9.2975,28,1082847,215911.47,lmcount,4.2821,11,10,0,1,0,
Monroe-Fully-Observable,pfile20,mt-lmcount,,,,,lmcount,3.1054,5,0,2,1,0,
Monroe-Fully-Observable,pfile03,bu-lmcount,13.6131,10,262669,103002.56,lmcount,11.0628,347,0,2,1,342,
Monroe-Fully-Observable,pfile03,bid-lmcount,50.2199,10,262669,106079.79,lmcount,47.7435,347,0,2,1,342,
Monroe-Fully-Observable,pfile03,lmc-lmcount,4.8367,10,239955,311793.13,lmcount,4.0669,8,7,0,1,0,
Monroe-Fully-Observable,pfile03,mt-lmcount,5.3271,10,262669,105807.6,lmcount,2.8444,5,0,2,1,0,
Monroe-Fully-Observable,pfile15,bu-lmcount,19.7199,21,1072155,89846.86,lmcount,7.7866,359,0,2,1,354,
Monroe-Fully-Observable,pfile15,bid-lmcount,,,,,lmcount,43.3557,359,0,2,1,354,
Monroe-Fully-Observable,pfile15,lmc-lmcount,7.2952,21,719857,212321.63,lmcount,3.9047,8,7,0,1,0,
Monroe-Fully-Observable,pfile15,mt-lmcount,14.6848,21,1072155,90805.37,lmcount,2.8774,5,0,2,1,0,
Monroe-Fully-Observable,pfile08,bu-lmcount,11.5149,14,100576,59658.44,lmcount,9.8288,378,0,2,1,373,
Monroe-Fully-Observable,pfile08,bid-lmcount,55.6054,14,4864,76669.9,lmcount,55.5417,408,0,12,11,373,
Monroe-Fully-Observable,pfile08,lmc-lmcount,7.3201,14,597764,253969.19,lmcount,4.9663,12,11,0,1,0,
Monroe-Fully-Observable,pfile08,mt-lmcount,14.6066,14,904896,83369.96,lmcount,3.7524,5,0,2,1,0,
Monroe-Fully-Observable,pfile19,bu-lmcount,23.0547,28,1318379,88599.0,lmcount,8.1742,350,0,2,1,345,
Monroe-Fully-Observable,pfile19,bid-lmcount,,,,,lmcount,46.6947,368,0,8,7,345,
Monroe-Fully-Observable,pfile19,lmc-lmcount,9.7097,28,1148071,204985.27,lmcount,4.1088,10,9,0,1,0,
Monroe-Fully-Observable,pfile19,mt-lmcount,,,,,lmcount,3.0627,5,0,2,1,0,
Monroe-Fully-Observable,pfile11,bu-lmcount,13.2393,33,143360,105623.88,lmcount,11.8818,377,0,2,1,372,
Monroe-Fully-Observable,pfile11,bid-lmcount,56.5977,33,36804,54529.13,lmcount,55.9226,447,0,27,21,372,
Monroe-Fully-Observable,pfile11,lmc-lmcount,6.621,33,358038,301718.92,lmcount,5.4341,18,17,0,1,0,
Monroe-Fully-Observable,pfile11,mt-lmcount,8.0214,33,438751,99448.32,lmcount,3.6093,5,0,2,1,0,
Monroe-Fully-Observable,pfile07,bu-lmcount,25.958,24,1277975,85857.89,lmcount,11.073,354,0,2,1,349,
Monroe-Fully-Observable,pfile07,bid-lmcount,49.6774,24,67418,95351.42,lmcount,48.9701,383,0,12,10,349,
Monroe-Fully-Observable,pfile07,lmc-lmcount,8.7101,24,1043288,241671.2,lmcount,4.393,12,11,0,1,0,
Monroe-Fully-Observable,pfile07,mt-lmcount,18.6733,24,1278008,82670.48,lmcount,3.2141,5,0,2,1,0,
Monroe-Fully-Observable,pfile14,bu-lmcount,31.1016,67,1668755,84445.31,lmcount,11.34,347,0,2,1,342,
Monroe-Fully-Observable,pfile14,bid-lmcount,,,,,,,,,,,,
Monroe-Fully-Observable,pfile14,lmc-lmcount,7.9018,67,1002024,263063.21,lmcount,4.0926,8,7,0,1,0,
Monroe-Fully-Observable,pfile14,mt-lmcount,23.4871,67,1668755,85386.52,lmcount,3.9434,5,0,2,1,0,
