domain_name,problem_name,experiment_name,search_elapsed_time,solution_size,expanded_nodes,heuristic_name,heuristic_elapsed_time,total_landmarks,task_landmarks,method_landmarks,fact_landmarks,mincov_disj_landmarks,mincov_disj_elapsed_time,facts,decompositions,operators,abstract_tasks,tor_elapsed_time
Blocksworld-HPDDL,pfile_005,TDG-satis,0.0023,20,384,,,,,,,,,,,,,
Blocksworld-HPDDL,pfile_005,NOVELTY-yep,0.0101,20,384,novelty_yep,,,,,,,,,,,,
Blocksworld-HPDDL,pfile_005,NOVELTY-satistdg,0.0044,20,384,novelty_satistdg,,,,,,,,,,,,
Blocksworld-HPDDL,pfile_005,NOVELTY-lmcount-update,0.0056,20,169,novelty_lmcount,,,,,,,,,,,,
Blocksworld-HPDDL,pfile_040,LMCOUNT-update,1.1593,209,17162,lmcount,,242,43,2,197,0,,,,,,
Blocksworld-HPDDL,pfile_040,NOVELTY-lmcount-update,2.179,209,17162,novelty_lmcount,,,,,,,,,,,,
Blocksworld-HPDDL,pfile_020,LMCOUNT-update,0.1207,86,2870,lmcount,,120,23,2,95,0,,,,,,
Blocksworld-HPDDL,pfile_020,TDG-satis,4.9674,86,539610,,,,,,,,,,,,,
Blocksworld-HPDDL,pfile_020,NOVELTY-yep,28.6416,86,539610,novelty_yep,,,,,,,,,,,,
Blocksworld-HPDDL,pfile_020,NOVELTY-satistdg,14.802,86,539610,novelty_satistdg,,,,,,,,,,,,
Blocksworld-HPDDL,pfile_020,NOVELTY-lmcount-update,0.1952,86,2870,novelty_lmcount,,,,,,,,,,,,
Blocksworld-HPDDL,pfile_015,LMCOUNT-update,0.0621,70,1813,lmcount,,92,18,2,72,0,,,,,,
Blocksworld-HPDDL,pfile_015,TDG-satis,0.4758,64,61645,,,,,,,,,,,,,
Blocksworld-HPDDL,pfile_015,NOVELTY-yep,2.5842,64,61646,novelty_yep,,,,,,,,,,,,
Blocksworld-HPDDL,pfile_015,NOVELTY-satistdg,1.3057,64,61645,novelty_satistdg,,,,,,,,,,,,
Blocksworld-HPDDL,pfile_015,NOVELTY-lmcount-update,0.0958,70,1813,novelty_lmcount,,,,,,,,,,,,
Blocksworld-HPDDL,pfile_055,LMCOUNT-update,3.281,274,32667,lmcount,,328,58,2,268,0,,,,,,
Blocksworld-HPDDL,pfile_055,NOVELTY-lmcount-update,5.9827,274,32668,novelty_lmcount,,,,,,,,,,,,
Blocksworld-HPDDL,pfile_010,LMCOUNT-update,0.0205,45,714,lmcount,,63,13,2,48,0,,,,,,
Blocksworld-HPDDL,pfile_010,TDG-satis,0.034,43,5155,,,,,,,,,,,,,
Blocksworld-HPDDL,pfile_010,NOVELTY-yep,0.1694,43,5122,novelty_yep,,,,,,,,,,,,
Blocksworld-HPDDL,pfile_010,NOVELTY-satistdg,0.0822,43,5123,novelty_satistdg,,,,,,,,,,,,
Blocksworld-HPDDL,pfile_010,NOVELTY-lmcount-update,0.0305,45,714,novelty_lmcount,,,,,,,,,,,,
Childsnack,p04,TDG-satis,0.5616,59,31942,,,,,,,,,,,,,
Childsnack,p04,NOVELTY-yep,7.8256,59,29128,novelty_yep,,,,,,,,,,,,
Childsnack,p04,NOVELTY-satistdg,1.2844,59,29128,novelty_satistdg,,,,,,,,,,,,
Childsnack,p01,LMCOUNT-update,24.3541,49,264594,lmcount,,48,11,1,36,0,,,,,,
Childsnack,p01,TDG-satis,0.1885,49,12388,,,,,,,,,,,,,
Childsnack,p01,NOVELTY-yep,1.6685,49,11450,novelty_yep,,,,,,,,,,,,
Childsnack,p01,NOVELTY-satistdg,0.405,49,11450,novelty_satistdg,,,,,,,,,,,,
Childsnack,p01,NOVELTY-lmcount-update,33.7624,49,264620,novelty_lmcount,,,,,,,,,,,,
Childsnack,p03,TDG-satis,0.3222,54,21862,,,,,,,,,,,,,
Childsnack,p03,NOVELTY-yep,3.9956,54,19542,novelty_yep,,,,,,,,,,,,
Childsnack,p03,NOVELTY-satistdg,0.7666,54,19542,novelty_satistdg,,,,,,,,,,,,
Childsnack,p02,TDG-satis,0.1953,49,12517,,,,,,,,,,,,,
Childsnack,p02,NOVELTY-yep,1.6221,49,11493,novelty_yep,,,,,,,,,,,,
Childsnack,p02,NOVELTY-satistdg,0.4075,49,11493,novelty_satistdg,,,,,,,,,,,,
Childsnack,p05,TDG-satis,0.7198,64,37477,,,,,,,,,,,,,
Childsnack,p05,NOVELTY-yep,9.9386,64,34203,novelty_yep,,,,,,,,,,,,
Childsnack,p05,NOVELTY-satistdg,1.6323,64,34203,novelty_satistdg,,,,,,,,,,,,
Depots,p12,LMCOUNT-update,0.0747,95,1597,lmcount,,132,33,1,98,0,,,,,,
Depots,p12,TDG-satis,0.1023,95,11594,,,,,,,,,,,,,
Depots,p12,NOVELTY-yep,0.8279,95,15178,novelty_yep,,,,,,,,,,,,
Depots,p12,NOVELTY-satistdg,0.3109,95,11594,novelty_satistdg,,,,,,,,,,,,
Depots,p12,NOVELTY-lmcount-update,0.1015,95,1597,novelty_lmcount,,,,,,,,,,,,
Depots,p13,LMCOUNT-update,0.0094,36,144,lmcount,,76,20,1,55,0,,,,,,
Depots,p13,TDG-satis,0.0029,36,223,,,,,,,,,,,,,
Depots,p13,NOVELTY-yep,0.0149,36,222,novelty_yep,,,,,,,,,,,,
